rank,name,city,state,control,band,score,admit_rate,completion_rate,retention_rate,sat_avg,undergrad_size,earnings_10yr,tuition_in,tuition_out,net_price,materials_score,biology_score,profile_score,outcomes_score,access_score,ca_value_score,materials_awards,biology_awards,neuro_awards,programs,why_apply,caution
49,University of Alabama at Birmingham,Birmingham,AL,Public,More accessible by admit rate,60.5611221265014,0.8818,0.6423,0.8009,1258.0,11635.0,54501.0,9098.0,22562.0,18749.0,0.5474539875954121,0.7588265742194761,0.33028884041824835,0.7386506688889778,1.0,0.0,15.0,281.0,112.0,"materials: Materials Engineering; Materials Sciences | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,"needs department, cost, and admissions verification"
50,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,Public,Competitive/possible by admit rate,59.93011609318146,0.3132,0.864,0.9555,,21996.0,90768.0,13596.0,34665.0,16665.0,0.6568420422682689,0.45724603415391274,0.2584636516123303,0.909995,0.8,1.0,48.0,226.0,0.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Microbiological Sciences and Immunology",Practical engineering option in California; weaker clinical ecosystem.,"needs department, cost, and admissions verification"
51,California Institute of Technology,Pasadena,CA,Private nonprofit,Far reach by admit rate,59.2107788584496,0.0257,0.9437,0.9737,,987.0,128566.0,65898.0,65898.0,16075.0,0.5684210211341345,0.48114925477864745,0.5538045687479826,0.960771,0.25,0.0,6.0,8.0,9.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Cell/Cellular Biology and Anatomical Sciences; Microbiological Sciences and Immunology | neuro: Neurobiology and Neurosciences","Elite materials and bioengineering research, but very small and extremely selective.",lottery-level selectivity
52,Harvard University,Cambridge,MA,Private nonprofit,Far reach by admit rate,58.94048671030364,0.0365,0.9758,0.983,1553.0,7601.0,101817.0,61676.0,61676.0,19066.0,0.11000000000000001,0.8558215344842925,0.6081310644165874,0.981714,0.25,0.0,0.0,75.0,100.0,"bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",Exceptional biology/medical ecosystem; materials may sit more through SEAS/labs.,lottery-level selectivity; verify undergrad materials path
53,University of California-Santa Barbara,Santa Barbara,CA,Public,Competitive/possible by admit rate,58.91842800000001,0.3297,0.8303,0.93,,23113.0,74915.0,16414.0,50614.0,16109.0,0.31,0.652,0.39740000000000003,0.884074,0.8,1.0,0.0,638.0,0.0,"materials: Materials Sciences | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Cell/Cellular Biology and Anatomical Sciences; Microbiological Sciences and Immunology | neuro: Neurobiology and Neurosciences",Very strong materials; weaker clinical path than UCLA/UCSD/UCD/UCI.,verify undergrad materials path
54,University of Kentucky,Lexington,KY,Public,More accessible by admit rate,58.81929053079271,0.9294,0.7142,0.8684,1215.0,24763.0,59025.0,13502.0,34140.0,18851.0,0.49245398759541203,0.6998425466965911,0.3104898574980237,0.7984406080509139,1.0,0.0,15.0,205.0,108.0,"materials: Materials Engineering; Materials Sciences | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,"needs department, cost, and admissions verification"
55,University of Rochester,Rochester,NY,Private nonprofit,Competitive/possible by admit rate,58.75765848320884,0.4008,0.8543,0.9069,1488.0,6331.0,79042.0,67080.0,67080.0,29278.0,0.21000000000000002,0.7815669775308187,0.48740000000000006,0.892219,0.8,0.0,0.0,230.0,0.0,"materials: Materials Sciences | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Microbiological Sciences and Immunology | neuro: Neurobiology and Neurosciences",Strong medical/neuroscience ecosystem with flexible undergraduate research options.,verify undergrad materials path
56,Brown University,Providence,RI,Private nonprofit,Far reach by admit rate,58.658223446118974,0.0539,0.9569,0.9882,1546.0,7226.0,93487.0,71412.0,71412.0,25184.0,0.08000000000000002,0.9030288519323935,0.5551552659851784,0.972052,0.35,0.0,0.0,165.0,127.0,"bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Human Biology; Neurobiology and Neurosciences","Open curriculum helps combine biology, engineering, and neuroscience.",lottery-level selectivity; verify undergrad materials path
57,The University of Tennessee-Knoxville,Knoxville,TN,Public,Competitive/possible by admit rate,58.352102768170596,0.416,0.7392,0.919,1311.0,30418.0,60249.0,13812.0,33256.0,18976.0,0.529964828281635,0.6575405675701638,0.3304371311535788,0.8259028081000224,0.8,0.0,20.0,259.0,137.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Microbiological Sciences and Immunology | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,"needs department, cost, and admissions verification"
58,Yale University,New Haven,CT,Private nonprofit,Far reach by admit rate,58.194567777477204,0.0387,0.9574,0.9878,1534.0,6758.0,100533.0,67250.0,67250.0,23777.0,0.1,0.8667996080571165,0.5826751269165237,0.972242,0.25,0.0,0.0,121.0,48.0,"bio: Biochemistry, Biophysics and Molecular Biology; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences; Microbiological Sciences and Immunology | neuro: Neurobiology and Neurosciences",Strong biology/neuroscience/medicine; materials path is more selective and lab-based.,lottery-level selectivity; verify undergrad materials path
59,Iowa State University,Ames,IA,Public,More accessible by admit rate,57.82879475397018,0.8866,0.7532,0.8757,1204.0,25367.0,63386.0,10787.0,28881.0,18589.0,0.6350952789948736,0.5936439085556552,0.20183892890892277,0.823969863832351,1.0,0.0,44.0,270.0,0.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",balanced baseline fit from public outcomes/program data,"needs department, cost, and admissions verification"
60,Clemson University,Clemson,SC,Public,Competitive/possible by admit rate,57.710202927385204,0.3834,0.8656,0.9347,1353.0,23300.0,71513.0,15554.0,40866.0,22253.0,0.588067484494265,0.62,0.19994294472805013,0.905723,0.8,0.0,31.0,435.0,0.0,"materials: Ceramic Sciences and Engineering; Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biological and Physical Sciences; Biology, General; Microbiological Sciences and Immunology",balanced baseline fit from public outcomes/program data,"needs department, cost, and admissions verification"
61,University of Connecticut,Storrs,CT,Public,More accessible by admit rate,57.581278424821036,0.5239,0.8329,0.9246,1348.0,19835.0,73997.0,21044.0,43712.0,25097.0,0.554015329399745,0.6192081384659487,0.1883652119959133,0.884232,1.0,0.0,24.0,379.0,0.0,"materials: Materials Engineering; Materials Sciences | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",balanced baseline fit from public outcomes/program data,"needs department, cost, and admissions verification"
62,Rice University,Houston,TX,Private nonprofit,Far reach by admit rate,57.50027348038056,0.08,0.9464,0.9741,1553.0,4776.0,89718.0,64144.0,64144.0,13370.0,0.15000000000000002,0.7559213331552507,0.5927485826277182,0.962437,0.35,0.0,0.0,165.0,45.0,"bio: Biochemistry, Biophysics and Molecular Biology; Biological and Physical Sciences; Biology, General; Physiology, Pathology and Related Sciences | neuro: Neurobiology and Neurosciences",Small elite undergrad plus Texas Medical Center adjacency.,lottery-level selectivity; verify undergrad materials path
63,Northeastern University,Boston,MA,Private nonprofit,Far reach by admit rate,57.11509286195273,0.0522,0.9054,0.969,1497.0,17326.0,92538.0,66162.0,66162.0,30915.0,0.11000000000000001,0.8482079737127516,0.5456320666617935,0.9373819999999999,0.35,0.0,0.0,296.0,124.0,"bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",Co-op and Boston lab access can fit applied bio/materials exploration.,lottery-level selectivity; verify undergrad materials path
64,Tufts University,Medford,MA,Private nonprofit,Reach by admit rate,55.81816677132182,0.1149,0.9351,0.955,1513.0,7061.0,83214.0,70704.0,70704.0,39998.0,0.14500000000000002,0.7567909031009488,0.46830000000000005,0.9511080000000001,0.55,0.0,0.0,189.0,0.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Cell/Cellular Biology and Anatomical Sciences; Microbiological Sciences and Immunology | neuro: Neurobiology and Neurosciences",Good biology/pre-med fit with engineering access and Boston adjacency.,reach school; verify undergrad materials path
65,University of California-Santa Cruz,Santa Cruz,CA,Public,More accessible by admit rate,55.73760475991656,0.6579,0.7509,0.8795,,17940.0,68396.0,16005.0,50205.0,17890.0,0.06,0.7841308994382798,0.37173857727847104,0.8247429714868073,1.0,1.0,0.0,567.0,62.0,"bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",Good California biology/bioinformatics option; materials less central.,verify undergrad materials path
66,University of Nevada-Reno,Reno,NV,Public,More accessible by admit rate,55.671785636639015,0.7371,0.6124,0.7966,1132.0,15599.0,60614.0,9578.0,27720.0,15927.0,0.4130876142950012,0.7466965629032193,0.2780015727128028,0.721850680063558,1.0,0.0,8.0,264.0,90.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,"needs department, cost, and admissions verification"
67,University of Utah,Salt Lake City,UT,Public,More accessible by admit rate,55.38326005601431,0.8598,0.6505,0.8619,1257.0,27264.0,67170.0,9620.0,30860.0,16200.0,0.5696480149318405,0.62,0.19368032507682578,0.7618358436769002,1.0,0.0,27.0,475.0,0.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",balanced baseline fit from public outcomes/program data,"needs department, cost, and admissions verification"
68,Princeton University,Princeton,NJ,Private nonprofit,Far reach by admit rate,54.15866795908879,0.0462,0.9761,0.9835,1553.0,5709.0,110066.0,62688.0,62688.0,6128.0,0.18000000000000002,0.6570297296206645,0.5251226444460688,0.9820129999999999,0.25,0.0,0.0,52.0,37.0,"bio: Biochemistry, Biophysics and Molecular Biology; Biomathematics, Bioinformatics, and Computational Biology | neuro: Neurobiology and Neurosciences",Excellent materials and molecular biology; no attached medical school.,lottery-level selectivity; verify undergrad materials path
69,University of North Texas,Denton,TX,Public,More accessible by admit rate,51.92034664125702,0.7223,0.6071,0.7665,1109.0,34341.0,57010.0,11309.0,21149.0,15649.0,0.5646314214425018,0.535,0.18190000000000003,0.7103192703672491,1.0,0.0,26.0,426.0,0.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Physiology, Pathology and Related Sciences",balanced baseline fit from public outcomes/program data,"needs department, cost, and admissions verification"
70,Michigan Technological University,Houghton,MI,Public,More accessible by admit rate,51.77146679716631,0.9243,0.6806,0.8882,1258.0,5955.0,78198.0,19123.0,42988.0,14182.0,0.5483842978440597,0.42757083243255106,0.22795194549110315,0.786798,1.0,0.0,23.0,33.0,14.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Physiology, Pathology and Related Sciences | neuro: Human Biology",balanced baseline fit from public outcomes/program data,"needs department, cost, and admissions verification"
71,Western Washington University,Bellingham,WA,Public,More accessible by admit rate,51.66129036985314,0.9325,0.6464,0.7937,1289.0,13544.0,62569.0,9582.0,28707.0,21193.0,0.42638185123922434,0.55473580915536,0.26301620260868575,0.7413285328812096,1.0,0.0,21.0,168.0,47.0,"materials: Polymer/Plastics Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biological and Physical Sciences; Biology, General; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",balanced baseline fit from public outcomes/program data,"needs department, cost, and admissions verification"
72,San Jose State University,San Jose,CA,Public,More accessible by admit rate,50.944452364595314,0.8461,0.6922,0.8684,,27601.0,78988.0,8410.0,21010.0,13760.0,0.43745398759541204,0.4461818618559634,0.1487343557824401,0.788576,1.0,1.0,15.0,185.0,0.0,"materials: Materials Engineering | bio: Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Microbiological Sciences and Immunology",California public option,"needs department, cost, and admissions verification"
73,University of California-Merced,Merced,CA,Public,More accessible by admit rate,50.771535814231996,0.9053,0.6872,0.8213,,8372.0,64368.0,15623.0,49823.0,11983.0,0.4130876142950012,0.4865001624350333,0.1404497888603004,0.7723237088415724,1.0,1.0,8.0,316.0,0.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Cell/Cellular Biology and Anatomical Sciences",California public option,"needs department, cost, and admissions verification"
74,Boise State University,Boise,ID,Public,More accessible by admit rate,50.269266502984024,0.8721,0.602,0.7885,,17674.0,51658.0,9048.0,27788.0,21610.0,0.5425135770572267,0.49676822003561594,0.16890119481210944,0.7113617674537376,1.0,0.0,22.0,289.0,0.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Physiology, Pathology and Related Sciences",balanced baseline fit from public outcomes/program data,"needs department, cost, and admissions verification"
75,Missouri University of Science and Technology,Rolla,MO,Public,More accessible by admit rate,50.11020846073065,0.7255,0.6437,0.8656,1317.0,5521.0,82957.0,14984.0,33248.0,16298.0,0.7253557886623764,0.31865529269999965,0.10834279951799988,0.759746,1.0,0.0,38.0,53.0,0.0,"materials: Ceramic Sciences and Engineering; Materials Engineering | bio: Biology, General | neuro: Neurobiology and Neurosciences",strong materials signal,verify bio/neuro/pre-med depth
76,University of Massachusetts-Lowell,Lowell,MA,Public,More accessible by admit rate,50.0939201231761,0.8304,0.6482,0.8399,1285.0,11434.0,64874.0,16966.0,36264.0,17163.0,0.6288241482960644,0.3947691206516811,0.1342215010215716,0.7544728143137897,1.0,0.0,42.0,117.0,0.0,"materials: Polymer/Plastics Engineering | bio: Biology, General",balanced baseline fit from public outcomes/program data,"needs department, cost, and admissions verification"
77,University of North Carolina at Chapel Hill,Chapel Hill,NC,Public,Reach by admit rate,49.521801243707074,0.1534,0.9117,0.9661,1439.0,20752.0,72200.0,8994.0,41203.0,11655.0,0.11,0.7932361179983386,0.19138766044296757,0.940311,0.55,0.0,0.0,599.0,155.0,"materials: Materials Sciences | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Microbiological Sciences and Immunology | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,reach school; verify undergrad materials path
78,University at Albany,Albany,NY,Public,More accessible by admit rate,49.46890585230294,0.691,0.6145,0.8344,,12564.0,67979.0,10866.0,31256.0,17167.0,0.22,0.6995443897159509,0.2348,0.7342629494925483,1.0,0.0,0.0,249.0,198.0,"materials: Materials Engineering; Materials Sciences | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Pharmacology and Toxicology | neuro: Human Biology",strong biology/neuro signal,verify undergrad materials path
79,Florida State University,Tallahassee,FL,Public,Competitive/possible by admit rate,49.30530743138821,0.2422,0.8561,0.9605,1361.0,32212.0,61675.0,5656.0,18786.0,11297.0,0.11,0.7499485958001079,0.18313208515565138,0.9044356297527908,0.8,0.0,0.0,611.0,118.0,"materials: Materials Sciences | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Physiology, Pathology and Related Sciences | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
80,University of Central Florida,Orlando,FL,Public,Competitive/possible by admit rate,49.23799152434795,0.4011,0.7801,0.9235,1269.0,59146.0,58308.0,6368.0,22467.0,10411.0,0.45277080094520655,0.484,0.15394207232137025,0.8502517050699114,0.8,0.0,11.0,840.0,0.0,"materials: Materials Engineering | bio: Biology, General; Cell/Cellular Biology and Anatomical Sciences; Microbiological Sciences and Immunology",balanced baseline fit from public outcomes/program data,"needs department, cost, and admissions verification"
81,The University of Texas at Dallas,Richardson,TX,Public,More accessible by admit rate,49.038877490019786,0.6513,0.7569,0.8995,1286.0,21751.0,68227.0,14644.0,40144.0,18267.0,0.11,0.732,0.19740000000000002,0.8331853404554447,1.0,0.0,0.0,498.0,257.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biological and Physical Sciences; Biology, General; Biomathematics, Bioinformatics, and Computational Biology | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
82,University of Wisconsin-Eau Claire,Eau Claire,WI,Public,More accessible by admit rate,49.008154029080316,0.8234,0.6381,0.8175,1220.0,8895.0,58561.0,9642.0,19228.0,16550.0,0.41323465849757846,0.4807938138350281,0.2333378542575431,0.7414575623529276,1.0,0.0,19.0,144.0,20.0,"materials: Ceramic Sciences and Engineering; Materials Engineering; Materials Sciences | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General | neuro: Neurobiology and Neurosciences",balanced baseline fit from public outcomes/program data,"needs department, cost, and admissions verification"
83,University of Colorado Boulder,Boulder,CO,Public,More accessible by admit rate,48.89211370379874,0.7808,0.7419,0.9015,1357.0,31939.0,69738.0,15666.0,44918.0,25346.0,0.11,0.7404301663013275,0.18978237004562443,0.8253185335392941,1.0,0.0,0.0,578.0,147.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Cell/Cellular Biology and Anatomical Sciences; Physiology, Pathology and Related Sciences | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
84,University of Cincinnati-Main Campus,Cincinnati,OH,Public,More accessible by admit rate,48.81561679860803,0.8529,0.7496,0.8535,1282.0,29882.0,54810.0,13976.0,29310.0,25648.0,0.11,0.7570053995888245,0.1801744538689362,0.8141206646794761,1.0,0.0,0.0,280.0,107.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
85,University of Vermont,Burlington,VT,Public,More accessible by admit rate,48.484041738903166,0.653,0.7859,0.8918,1374.0,11743.0,62472.0,19058.0,45502.0,19343.0,0.11,0.7208798668742101,0.1702511938736564,0.8467399334352679,1.0,0.0,0.0,201.0,77.0,"materials: Materials Sciences | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
86,University at Buffalo,Buffalo,NY,Public,More accessible by admit rate,48.42568596919307,0.7418,0.7518,0.8521,1295.0,20112.0,70814.0,10936.0,31536.0,20995.0,0.11,0.7562014990994925,0.1584679991995489,0.8189434321597573,1.0,0.0,0.0,492.0,52.0,"materials: Materials Engineering; Materials Sciences | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
87,Colorado State University-Fort Collins,Fort Collins,CO,Public,More accessible by admit rate,47.46092030019257,0.8854,0.6651,0.8589,,25538.0,60543.0,13373.0,34783.0,21279.0,0.11,0.7598805741710309,0.16173828815202748,0.7679738524961025,1.0,0.0,0.0,444.0,58.0,"materials: Materials Sciences | bio: Biochemistry, Biophysics and Molecular Biology; Biological and Physical Sciences; Biology, General; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
88,University of Illinois Chicago,Chicago,IL,Public,More accessible by admit rate,47.39458304166498,0.7735,0.6162,0.8021,1250.0,22170.0,68740.0,14338.0,29884.0,10974.0,0.11,0.779326572614946,0.17902362010217415,0.7273432831487905,1.0,0.0,0.0,544.0,103.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biological and Physical Sciences; Biology, General; Biomathematics, Bioinformatics, and Computational Biology | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
89,Binghamton University,Vestal,NY,Public,Competitive/possible by admit rate,47.206412,0.3861,0.8162,0.8938,1415.0,14655.0,80596.0,10567.0,30447.0,21620.0,0.11,0.681,0.19740000000000002,0.866846,0.8,0.0,0.0,530.0,256.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
90,Indiana University-Bloomington,Bloomington,IN,Public,More accessible by admit rate,47.0008063172607,0.7821,0.8021,0.9106,1313.0,37806.0,63742.0,12144.0,41891.0,16264.0,0.0,0.776068488824415,0.1457320851556514,0.8611420545852189,1.0,0.0,0.0,345.0,118.0,"bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
91,Brigham Young University,Provo,UT,Private nonprofit,More accessible by admit rate,46.99413319143337,0.6778,0.8098,0.9097,1376.0,32952.0,75790.0,6688.0,6688.0,15564.0,0.0,0.7686360749945178,0.14723206666179356,0.867109,1.0,0.0,0.0,527.0,124.0,"bio: Biochemistry, Biophysics and Molecular Biology; Biological and Physical Sciences; Biology, General; Biomathematics, Bioinformatics, and Computational Biology | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
92,Emory University,Atlanta,GA,Private nonprofit,Reach by admit rate,46.597816463123884,0.1065,0.9109,0.957,1520.0,7298.0,80137.0,64280.0,64280.0,22585.0,0.11,0.6665647009324038,0.1936474700763,0.937572,0.55,0.0,0.0,213.0,167.0,"materials: Materials Sciences | bio: Biochemistry, Biophysics and Molecular Biology; Biological and Physical Sciences; Biology, General; Biomathematics, Bioinformatics, and Computational Biology | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,reach school; verify undergrad materials path
93,Tulane University of Louisiana,New Orleans,LA,Private nonprofit,Reach by admit rate,46.35261550354021,0.1398,0.8614,0.9255,1448.0,7767.0,63268.0,68678.0,68678.0,39949.0,0.11,0.6959631732256876,0.1901916845872782,0.8991475208376944,0.55,0.0,0.0,107.0,149.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,reach school; verify undergrad materials path
94,University of Notre Dame,Notre Dame,IN,Private nonprofit,Reach by admit rate,46.265603232956245,0.1127,0.9517,0.9908,1520.0,8818.0,99980.0,65025.0,65025.0,26780.0,0.11,0.6273526191612866,0.18742731782939354,0.969686,0.55,0.0,0.0,174.0,136.0,"materials: Materials Engineering; Materials Sciences | bio: Biochemistry, Biophysics and Molecular Biology; Biological and Physical Sciences; Biology, General | neuro: Neurobiology and Neurosciences",balanced baseline fit from public outcomes/program data,reach school; verify undergrad materials path
95,University of New Hampshire-Main Campus,Durham,NH,Public,More accessible by admit rate,45.79460897122101,0.8816,0.7607,0.8727,1218.0,11261.0,66479.0,19202.0,39852.0,23805.0,0.11,0.6449652415575831,0.145814919012193,0.8282945544149249,1.0,0.0,0.0,208.0,34.0,"materials: Materials Sciences | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Microbiological Sciences and Immunology | neuro: Neurobiology and Neurosciences",balanced baseline fit from public outcomes/program data,verify undergrad materials path
96,Loyola University Chicago,Chicago,IL,Private nonprofit,More accessible by admit rate,45.614823397915124,0.816,0.7304,0.8167,1297.0,11737.0,71530.0,53710.0,53710.0,36079.0,0.0,0.7771344654396711,0.1449534860364855,0.797807,1.0,0.0,0.0,354.0,115.0,"bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
97,Wayne State University,Detroit,MI,Public,More accessible by admit rate,45.217066384294,0.8116,0.5844,0.8265,1156.0,15587.0,53493.0,15190.0,32037.0,12766.0,0.11,0.7056510909540219,0.17322853015330375,0.7111847104081279,1.0,0.0,0.0,157.0,85.0,"materials: Materials Sciences; Polymer/Plastics Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Cell/Cellular Biology and Anatomical Sciences; Microbiological Sciences and Immunology | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
98,University of Wisconsin-Milwaukee,Milwaukee,WI,Public,More accessible by admit rate,44.98078948105397,0.9068,0.4932,0.7295,1090.0,16758.0,54990.0,10398.0,22398.0,15014.0,0.31762116159872555,0.5333896904117545,0.20224782226902327,0.634458536131564,1.0,0.0,9.0,144.0,21.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Microbiological Sciences and Immunology | neuro: Neurobiology and Neurosciences",balanced baseline fit from public outcomes/program data,verify undergrad materials path
99,Wright State University-Main Campus,Dayton,OH,Public,More accessible by admit rate,44.77276001651071,0.9633,0.4169,0.6793,,6762.0,49500.0,11522.0,21222.0,15415.0,0.341840490696559,0.555633880321528,0.20262028853421965,0.5760546879700853,1.0,0.0,7.0,88.0,16.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biological and Physical Sciences; Biology, General; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",balanced baseline fit from public outcomes/program data,verify undergrad materials path
100,University of Kansas,Lawrence,KS,Public,More accessible by admit rate,44.5053481017568,0.9348,0.6881,0.8649,1190.0,21217.0,61945.0,12102.0,30432.0,18059.0,0.0,0.7526684651946395,0.134745807818705,0.7831620741031174,1.0,0.0,0.0,298.0,82.0,"bio: Biochemistry, Biophysics and Molecular Biology; Biological and Physical Sciences; Biology, General; Biomathematics, Bioinformatics, and Computational Biology | neuro: Human Biology; Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
101,Alfred University,Alfred,NY,Private nonprofit,More accessible by admit rate,44.38306269448913,0.7384,0.5698,0.7752,1279.0,1423.0,54897.0,41500.0,41500.0,25620.0,0.6936880335594845,0.20478840389531683,0.06962805732440773,0.6902857896314425,1.0,0.0,30.0,14.0,0.0,"materials: Ceramic Sciences and Engineering; Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biological and Physical Sciences; Biology, General",strong materials signal,verify bio/neuro/pre-med depth
102,George Washington University,Washington,DC,Private nonprofit,More accessible by admit rate,44.29565264969525,0.4709,0.8398,0.9223,1433.0,11182.0,90873.0,67710.0,67710.0,36586.0,0.0,0.6589696459796404,0.11867512691652361,0.887659,1.0,0.0,0.0,109.0,48.0,"bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Microbiological Sciences and Immunology | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
